Sequence ID,Predicted label,Final_Confidence_Score,Predicted_Code,Predicted_Path_Codes
Gypsy-17-LTR_XT,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-170_ZM-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-171_AA-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-172_AA-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
BEL-2_BMa-I,DIRS,N/A,1.2,"1,1.2"
Gypsy-173_AA-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-173_ZM-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-174_ZM-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-175_DR-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy-176_DR-I,DIRS,N/A,1.2,"1,1.2"
Gypsy-177_AA-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-178_AA-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-178_ZM-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-179_ZM-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-17_ADe-LTR,SINE,N/A,1.5,"1,1.5"
BEL-2_CQ-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-17_AMi-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-17_ATr-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-17_BRa-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-17_CFl-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-17_CQ-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-17_CSa-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-17_DBi-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-17_DEl-LTR,SINE,N/A,1.5,"1,1.5"
Gypsy-17_DTa-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-17_FV-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
AC9_ZM,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
AGM1,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
BEL-2_DAn-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-17_Gav-LTR,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
Gypsy-17_JC-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-17_LCh-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-17_LMi-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-17_MLP-I,DIRS,N/A,1.2,"1,1.2"
Gypsy-17_PAb-LTR,LINE,N/A,1.4,"1,1.4"
Gypsy-17_PIT-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-17_PMar-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-17_PSo-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-17_RC-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-2_DBp-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-17_SB-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-17_SI-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-17_ST-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-17_XT-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-18-LTR_DR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-180_AA-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-181_AA-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-181_ZM-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-182_ZM-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-183_DR-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-2_DFi-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-184_DR-I,DIRS,N/A,1.2,"1,1.2"
Gypsy-185_AA-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-186_AA-I,L1,N/A,1.4.4,"1,1.4,1.4.4"
Gypsy-186_ZM-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy-187_ZM-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-188_DR-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-189_DR-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-18A_SB-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-18_AA-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-18_Adi-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-2_DPer-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-18_Ano-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-18_BD-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-18_CCri-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-18_CPB-LTR,hAT,N/A,2.1.1.2,"2,2.1,2.1.1,2.1.1.2"
Gypsy-18_CSa-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-18_DAn-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy-18_DPu-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-18_EL-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-18_Gav-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-18_HM-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
BEL-2_DSe-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-18_LBS-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-18_LG-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-18_LVa,RTE,N/A,1.4.2,"1,1.4,1.4.2"
Gypsy-18_OD-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-18_PBa-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-18_PM-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-18_PPe-LTR,SubclassI,N/A,2.1,"2,2.1"
Gypsy-18_RC-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-18_RP-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-18_SI-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-2_DVir-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-18_SSa-LTR,SubclassI,N/A,2.1,"2,2.1"
Gypsy-19-I_NVi,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-19-LTR_XT,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-190_ZM-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-191_DR-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-192_DR-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-193_AA-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-194B_DR-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-194_ZM-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-195_DR-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
BEL-2_HMM-I,I,N/A,1.4.5,"1,1.4,1.4.5"
Gypsy-196_DR-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-197_AA-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy-198_AA-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-198_ZM-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-199_ZM-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-19_ADe-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-19_AMi-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-19_ATr-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-19_BRa-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-19_CGi-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-2_LH-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-19_Crp-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-19_CT-LTR,SubclassI,N/A,2.1,"2,2.1"
Gypsy-19_DEl-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-19_DWil-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-19_GA-I,I,N/A,1.4.5,"1,1.4,1.4.5"
Gypsy-19_GM-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-19_LCh-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-19_LH-LTR,SINE,N/A,1.5,"1,1.5"
Gypsy-19_MLP-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-19_PAb-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-2_PBa-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-19_PIT-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-19_PMar-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-19_RC-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-19_RP-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy-19_SI-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-19_SSa-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-1B_AMi-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-1_AC-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-1_Adi-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-1_AEc-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
BEL-2_SSa-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-1_AMi-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-1_ARO-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-1_BG-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-1_BRa-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-1_CBW-I,Jockey,N/A,1.4.3,"1,1.4,1.4.3"
Gypsy-1_CCri-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-1_CGi-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-1_Cop-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-1_CPB-LTR,5S,N/A,1.5.3,"1,1.5,1.5.3"
Gypsy-1_Crp-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
ALINE,SINE,N/A,1.5,"1,1.5"
BEL-3-I_XT,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-1_CT-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy-1_DBp-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-1_Deu-LTR,SINE,N/A,1.5,"1,1.5"
Gypsy-1_DG-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-1_DKi-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-1_DRh-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-1_DSim-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-1_DWil-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-1_EPa-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-1_FR-LTR,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
BEL-30_AA-I,L1,N/A,1.4.4,"1,1.4,1.4.4"
Gypsy-1_GDe-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-1_GM-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy-1_HMM-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-1_JC-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-1_LENY-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-1_LH-LTR,DIRS,N/A,1.2,"1,1.2"
Gypsy-1_LU-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-1_LWa-LTR,SubclassI,N/A,2.1,"2,2.1"
Gypsy-1_MLP-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-1_NG-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-31_AA-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-1_PBa-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-1_PGr-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-1_PMar-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-1_PPM-LTR,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
Gypsy-1_PSH-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-1_PSt-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy-1_RC-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-1_RP-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-1_SK-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-1_SPDB-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-32_CQ-I,Jockey,N/A,1.4.3,"1,1.4,1.4.3"
Gypsy-1_TCa-LTR,SubclassI,N/A,2.1,"2,2.1"
Gypsy-1_Trm-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-2-I_DP,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-2-LTR_AF,SubclassI,N/A,2.1,"2,2.1"
Gypsy-2-LTR_PI,DIRS,N/A,1.2,"1,1.2"
Gypsy-20-I_XT,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-200_AA-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-200_ZM-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-201_ZM-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-202_ZM-I,DIRS,N/A,1.2,"1,1.2"
BEL-33_CQ-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-203_ZM-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-204_DR-LTR,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
Gypsy-205_DR-I,RTE,N/A,1.4.2,"1,1.4,1.4.2"
Gypsy-206_DR-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-207_AA-LTR,SINE,N/A,1.5,"1,1.5"
Gypsy-208_AA-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-209_AA-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-20C_Crp-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-20_Adi-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-20_Ano-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
BEL-35_AA-I,DIRS,N/A,1.2,"1,1.2"
Gypsy-20_BG-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-20_CCri-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-20_CQ-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy-20_CSa-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-20_DBp-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-20_DTa-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-20_FV-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-20_GM-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-20_JC-LTR,SubclassI,N/A,2.1,"2,2.1"
Gypsy-20_LH-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
BEL-36_AA-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-20_Mad-LTR__2,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy-20_PAb-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-20_PGr-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-20_PMar-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-20_PSo-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-20_RP-I,RTE,N/A,1.4.2,"1,1.4,1.4.2"
Gypsy-20_SCH-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-20_SSa-I,DIRS,N/A,1.2,"1,1.2"
Gypsy-21-I_NV,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-21-LTR_NVi,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-37_AA-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-210_DR-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-212_AA-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-213_DR-I,DIRS,N/A,1.2,"1,1.2"
Gypsy-215_AA-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-216_DR-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-217_DR-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-219_AA-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-21_AA-LTR,SubclassI,N/A,2.1,"2,2.1"
Gypsy-21_ALY-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-21_Ano-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-38-LTR_DR,SubclassI,N/A,2.1,"2,2.1"
Gypsy-21_BG-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-21_CGi-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-21_Crp-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-21_DAn-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-21_DPu-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-21_DY-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-21_FV-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-21_Gav-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-21_LBS-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-21_LG-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
BEL-39_AA-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-21_Mad-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-21_OD-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-21_PGr-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-21_PM-LTR,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
Gypsy-21_PSo-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-21_SB-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-21_SSa-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-21_VV-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-22-I_XT,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-22-LTR_XT,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
ALPINE2,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
BEL-39_DRe-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-221_AA-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-222_AA-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-223_DR-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-225_AA-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-226_DR-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-228_AA-LTR,SubclassI,N/A,2.1,"2,2.1"
Gypsy-22_AA-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-22_Adi-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-22_Ano-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-22_BD-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-3_AEc-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-22_CCri-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-22_CPB-LTR,SubclassI,N/A,2.1,"2,2.1"
Gypsy-22_CSa-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-22_DAn-LTR,RTE,N/A,1.4.2,"1,1.4,1.4.2"
Gypsy-22_DPu-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-22_DY-LTR,Transib,N/A,2.1.1.5,"2,2.1,2.1.1,2.1.1.5"
Gypsy-22_GA-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-22_GM-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy-22_LG-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-22_LMi-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
BEL-3_BMa-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-22_OD-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-22_PBa-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-22_PM-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-22_PR-LTR,5S,N/A,1.5.3,"1,1.5,1.5.3"
Gypsy-22_RO-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-22_SI-LTR,DIRS,N/A,1.2,"1,1.2"
Gypsy-23-I_DR,L1,N/A,1.4.4,"1,1.4,1.4.4"
Gypsy-23-LTR_DR,Tc1-Mariner,N/A,2.1.1.1,"2,2.1,2.1.1,2.1.1.1"
Gypsy-230_AA-I,DIRS,N/A,1.2,"1,1.2"
Gypsy-231_DR-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-3_CSa-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-233_AA-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-235_AA-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-237_AA-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-23_AA-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-23_Adi-LTR,SINE,N/A,1.5,"1,1.5"
Gypsy-23_ATr-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-23_BG-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-23_CGi-I,DIRS,N/A,1.2,"1,1.2"
Gypsy-23_CQ-LTR,SINE,N/A,1.5,"1,1.5"
Gypsy-23_CT-I,RTE,N/A,1.4.2,"1,1.4,1.4.2"
BEL-3_DAn-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-23_DEl-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-23_DWil-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy-23_GA-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-23_GM-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-23_LG-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-23_LMi-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy-23_OD-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-23_PBa-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-23_PM-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-23_PR-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
BEL-3_DEl-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-23_RO-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-23_SI-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-23_VV-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-24-I_SP,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-24-LTR_SP,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-241_AA-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-244_AA-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-246_AA-LTR,SubclassI,N/A,2.1,"2,2.1"
Gypsy-249_AA-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-24_AA-LTR,SINE,N/A,1.5,"1,1.5"
BEL-3_DFi-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-24_ALY-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-24_ATr-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-24_BRa-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-24_CGi-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Gypsy-24_CSa-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-24_DBp-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Gypsy-24_DWil-I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Gypsy-24_DYa-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
